,X1,X2,y
0,-0.8392572195185668,-0.9596971587291755,0
1,-0.5883512047326711,-1.1293470840211428,0
2,-0.5939327869293457,-1.1637094100495728,0
3,-1.6076055786951944,-0.6427025640312372,0
4,-0.15300353878175232,-1.1734482189991442,0
5,-0.48580374036722307,-0.9962939119401995,0
6,0.15984050654491266,-0.9695042207695872,0
7,-0.1487144577818078,-1.3625597021953233,0
8,1.2746541352412093,-1.0932277700335384,1
9,-0.6596448578867098,-1.035447856322998,0
10,-0.8036173660273755,-1.2520486608310286,0
11,-1.4567587714262784,-1.0863488141473303,0
12,-2.2702207568144646,-0.9103838683714643,0
13,-1.2439738162797902,-0.9478603336936906,0
14,-0.6041398605583866,-1.3718681098053143,0
15,-1.5152843630031634,-0.8248790954993881,0
16,1.5571409248996806,-1.3449569037544686,1
17,0.049772984066924875,-0.2283885323394026,1
18,-1.5997715265594388,-0.8016079112394304,0
19,-0.4456383471613329,-1.2097968359732285,0
20,-0.5520529358602515,-0.9651777043367766,0
21,-2.1378591465099053,-0.9271627746002549,0
22,0.7999489800096364,-0.5100238876877106,1
23,1.3373411716011905,-1.474764429331998,1
24,-0.40162411004156173,-0.8689978961410372,0
25,1.9749182742357778,-2.0239392541682744,1
26,-0.9772881919944624,-1.077399772577227,0
27,-0.7915366537738038,-1.06112792519256,0
28,1.2874634962655607,-1.0949817402094388,1
29,-1.8829870319059134,-0.8672586057947498,0
30,-0.5790493518458797,-1.0343208176319638,0
31,-1.411911218215633,-0.9036509613190041,0
32,-2.2099998766317004,-0.6412829589069098,0
33,-0.6086600050405688,-1.0076034610784461,0
34,1.2458522801750482,-0.9430247368537366,1
35,-0.017794573849383655,-1.3681361762951105,0
36,-0.6791513107555052,-1.4083245763719479,0
37,-0.717075461474746,-0.7856105239708328,0
38,-0.9763720671280438,-0.7294375610630408,0
39,-1.8750845288359888,-0.49534986037802464,0
40,-0.6282516254672587,-1.2692588918472971,0
41,-0.9430118212085401,-0.998182348284696,0
42,1.5492509862249122,-1.5490836168827553,1
43,-1.8273494826391805,-0.9975159243281966,0
44,-1.472910077252629,-0.9400909677511072,0
45,-1.3943931133772451,-0.7418947462526371,0
46,1.3340189936959765,-1.1593934134143513,1
47,-1.5747894517382455,-1.0816593755579058,0
48,0.9293749281150631,-1.0917278733632159,1
49,0.8988847692949977,-0.596153648551702,1
50,0.0694850305819128,0.24341330629314117,1
51,-1.4460194946283973,-1.045051534834032,0
52,-1.7903165153573366,-0.7156816183520924,0
53,-0.9508408517775256,-0.9242985113007662,0
54,0.1953656258380807,-0.9415699046289225,0
55,-2.0376170276287873,-1.0044290288789273,0
56,-2.301000170409296,-0.8522282044787868,0
57,-1.0141928156291273,-1.2233312165395187,0
58,-1.2011436206432506,-1.013475119712809,0
59,0.5752685160093356,-0.7201489172514102,1
60,-1.1478754877857154,-0.8614546256544149,0
61,0.5220448563071584,-0.650943928752925,1
62,-1.0812255097544305,-0.829886402784722,0
63,1.35106092646698,-1.2467346726032593,1
64,-1.310410182765497,-0.8510610522645814,0
65,-1.1147196962590824,-1.0826396035056547,0
66,-0.7509739708798033,-0.9117969535816279,0
67,-0.6789511276215248,-1.1004667814594955,0
68,-1.276241783915557,-1.1504413408577954,0
69,0.738259604621549,-0.6044385786378772,1
70,1.6820090705402384,-1.5150011929985447,1
71,-1.9778509149041783,-0.7524866372939429,0
72,-1.9515661937566258,-0.8744090046161155,0
73,1.8540561465913927,-2.5760446069211906,1
74,-1.247891386097657,-1.0182956802039989,0
75,-1.095046504026948,-1.0644970317372922,0
76,-1.1655653629243024,-1.058679183447519,0
77,0.8344208148243619,-1.057851450216085,1
78,-2.325454121881871,-0.7594605478700462,0
79,-0.4138705939742171,-1.0333075577744297,0
80,1.2796448238194145,-1.4281890304090932,1
81,0.47437782734204736,-0.18419441537771242,1
82,0.4972389105518562,-1.222127158685741,0
83,-1.1823206086174298,-0.5375437603761106,0
84,0.87997338594514,-1.1186484047894798,1
85,-1.825994316933862,-1.0221413650261555,0
86,-1.1576128723983385,-1.2411702315678084,0
87,-1.2649555834389696,-0.8597226493741034,0
88,-0.5249853101062936,-0.9269774150617838,0
89,-1.8095162651896866,-1.043602464487821,0
90,-1.5253248158322195,-1.2924479164432139,0
91,0.4116102762272711,-1.1176240532375876,0
92,-1.705708277247011,-1.0136924696926526,0
93,1.1966238715125928,-1.1642021722208524,1
94,-0.9378937103663831,-1.1273479143210976,0
95,1.3534974088044238,-1.645284147564297,1
96,-2.081478893066421,-0.8676975641985909,0
97,-1.2952436515647083,-1.0550540249390956,0
