2.361932794090912502e+00,1.040180786926852452e+00,1.000000000000000000e+00
1.895487909727727960e+00,1.045686015076944253e+00,1.000000000000000000e+00
2.482671281159281484e+00,7.163093383973817563e-01,1.000000000000000000e+00
1.800292711211986418e+00,7.387549342064178015e-01,1.000000000000000000e+00
1.589381764289877985e+00,4.891530835408503641e+00,0.000000000000000000e+00
7.072858994361146401e-01,4.159966062832173073e+00,0.000000000000000000e+00
1.033887507010846196e+00,4.885496730233580109e+00,0.000000000000000000e+00
6.211557794944499999e-01,3.511468740158819379e+00,0.000000000000000000e+00
2.002115290398095659e+00,7.785473081772454895e-01,1.000000000000000000e+00
3.241907397600771734e-01,4.488900229658699281e+00,0.000000000000000000e+00
1.816741906052674604e+00,8.766367414301183825e-01,1.000000000000000000e+00
1.438948715655028021e+00,9.229684576180695599e-01,1.000000000000000000e+00
1.126840291008746942e+00,3.864027011214711926e+00,0.000000000000000000e+00
4.751519345265245997e-01,4.614783469781153613e+00,0.000000000000000000e+00
2.094357508518820410e+00,1.130845131839254281e+00,1.000000000000000000e+00
6.549062128769586044e-01,4.027967416348309904e+00,0.000000000000000000e+00
1.153041829672002194e+00,4.886609224836954146e-01,1.000000000000000000e+00
2.641899007662549259e+00,1.238684435722429589e+00,1.000000000000000000e+00
2.263693472013981189e+00,6.673484720127104142e-01,1.000000000000000000e+00
2.391920027062332643e+00,7.978802278735572795e-01,1.000000000000000000e+00
1.780132477021405091e+00,4.120326987002885799e-01,1.000000000000000000e+00
4.499071143418865715e-01,4.119153485522506486e+00,0.000000000000000000e+00
1.416133916901340273e+00,4.565892819737428887e+00,0.000000000000000000e+00
6.683036487683684523e-01,4.519487003965116934e+00,0.000000000000000000e+00
1.745446889138648983e+00,4.895993244022159629e+00,0.000000000000000000e+00
7.219316471949426273e-01,4.574360645426989613e+00,0.000000000000000000e+00
1.948174106675291339e+00,4.464591273499340929e-01,1.000000000000000000e+00
1.059580069777239064e+00,4.694442942041875177e+00,0.000000000000000000e+00
1.878898468515841413e+00,7.855214618641331858e-01,1.000000000000000000e+00
9.915986262341816015e-01,1.140191469681689274e+00,1.000000000000000000e+00
5.070207165008311367e-01,5.081235801708107402e+00,0.000000000000000000e+00
1.521564132871776387e+00,3.589766576189147296e-01,1.000000000000000000e+00
2.419339084669914541e+00,1.024550946014457731e+00,1.000000000000000000e+00
1.661063226359217548e+00,3.089296569525020741e-01,1.000000000000000000e+00
9.489734364166425573e-01,4.989124416108136728e+00,0.000000000000000000e+00
5.172826175820540717e-01,4.128659309550616108e+00,0.000000000000000000e+00
1.778447582319121478e+00,1.512214481636255936e+00,1.000000000000000000e+00
1.729921817751196800e+00,3.110939288169312089e-01,1.000000000000000000e+00
1.118816637416255810e+00,4.586416594725169382e+00,0.000000000000000000e+00
8.371052188160339469e-01,4.366326915089982386e+00,0.000000000000000000e+00
8.690687301659428821e-01,4.624769885766948363e+00,0.000000000000000000e+00
2.364568712393917860e+00,4.241114038606097481e-01,1.000000000000000000e+00
1.863405195829698879e+00,1.145806979275341808e+00,1.000000000000000000e+00
9.649971872110331139e-01,4.475120075660557362e+00,0.000000000000000000e+00
1.002876967499762184e+00,4.424776086544302878e+00,0.000000000000000000e+00
2.112048786761189678e+00,7.699322930798987441e-01,1.000000000000000000e+00
4.680760791522016184e-01,4.691546010711594050e+00,0.000000000000000000e+00
1.242993734320280153e+00,1.723460804481664610e+00,1.000000000000000000e+00
1.451481995487415855e+00,4.430564372218329439e+00,0.000000000000000000e+00
2.958991101709218974e+00,8.807607992736797842e-01,1.000000000000000000e+00
1.579723818319266337e+00,6.949371182184618245e-01,1.000000000000000000e+00
1.206906405192471388e+00,4.220467825217191660e+00,0.000000000000000000e+00
1.162535054438678994e+00,3.689289852937500669e+00,0.000000000000000000e+00
9.605569512554967826e-01,3.836549928351911110e+00,0.000000000000000000e+00
2.117870136619028010e+00,9.905360744180471411e-01,1.000000000000000000e+00
7.719480235189458694e-01,3.831534453799425144e+00,0.000000000000000000e+00
1.841564458258770909e+00,4.838398507222946954e+00,0.000000000000000000e+00
9.804700868348232845e-01,5.018135525010723796e+00,0.000000000000000000e+00
1.930913052753489234e+00,9.366237264454502220e-01,1.000000000000000000e+00
1.592325417756536465e+00,7.727467594876594736e-01,1.000000000000000000e+00
2.332776782508930946e+00,8.338342846794301044e-01,1.000000000000000000e+00
2.837632444733155790e+00,1.053700989013107492e+00,1.000000000000000000e+00
5.479690299422780297e-01,4.725568018220844380e+00,0.000000000000000000e+00
8.346725140451014546e-01,3.753806810081182554e+00,0.000000000000000000e+00
1.929527988492071966e+00,4.681579122244555080e+00,0.000000000000000000e+00
2.075065514092914398e+00,1.095198370450319425e+00,1.000000000000000000e+00
1.637166174974096000e+00,1.382121775811017139e+00,1.000000000000000000e+00
2.286676120524429479e+00,1.037525442735206527e+00,1.000000000000000000e+00
1.447781907010355251e+00,4.231817393123449733e+00,0.000000000000000000e+00
6.984429346539489103e-01,4.243933511317321994e+00,0.000000000000000000e+00
2.976834200506454753e+00,4.736573308493179368e-01,1.000000000000000000e+00
7.724092058458336130e-01,4.128557606803915370e+00,0.000000000000000000e+00
1.280755599094275166e+00,9.731750986554682514e-01,1.000000000000000000e+00
1.909390103676203765e+00,9.603452020468824513e-01,1.000000000000000000e+00
2.001786897565502432e+00,1.328761182328441981e+00,1.000000000000000000e+00
2.369798706276468270e+00,7.110960212435596395e-01,1.000000000000000000e+00
1.992200714967351516e+00,1.800353058857220745e+00,1.000000000000000000e+00
1.532656780738751223e+00,1.560915931785212152e+00,1.000000000000000000e+00
6.510115657287134372e-01,3.613274286515719247e+00,0.000000000000000000e+00
1.815805946663683557e+00,4.513048655537790221e-01,1.000000000000000000e+00
1.042939476695506684e+00,4.557799902205232456e+00,0.000000000000000000e+00
2.048459355888301747e+00,1.049324354159969497e+00,1.000000000000000000e+00
-4.492584778713637483e-02,4.565234765624534674e+00,0.000000000000000000e+00
2.937620022964899658e-01,5.084097485541105854e+00,0.000000000000000000e+00
1.781663162337991269e+00,1.561483978413885865e+00,1.000000000000000000e+00
1.723293662717122920e+00,4.666205190758543786e+00,0.000000000000000000e+00
3.797670414642527748e-01,4.479544007954205043e+00,0.000000000000000000e+00
2.038398940916646307e+00,7.829087829819737498e-01,1.000000000000000000e+00
1.901315597760367737e+00,9.354042956647664608e-01,1.000000000000000000e+00
1.869829131574440195e+00,1.090256249447321801e+00,1.000000000000000000e+00
1.137206735017514792e+00,4.029863291072264708e+00,0.000000000000000000e+00
5.761839395906691585e-01,3.685878888737345260e+00,0.000000000000000000e+00
6.317798045246140193e-01,5.067813308688003282e+00,0.000000000000000000e+00
1.432030352363815373e+00,3.809856999306928671e+00,0.000000000000000000e+00
2.000887641161549713e+00,1.352420204979015050e+00,1.000000000000000000e+00
2.048994676791855873e+00,9.620349272572260579e-01,1.000000000000000000e+00
1.972506050967289148e+00,1.249735224770249786e+00,1.000000000000000000e+00
7.940570771395577543e-01,4.310778991058413112e+00,0.000000000000000000e+00
9.945734854670734704e-01,4.228913787438056460e+00,0.000000000000000000e+00
1.749609951870300772e+00,3.225470704173054592e-01,1.000000000000000000e+00
7.225412410741096636e-01,4.158690861053535137e+00,0.000000000000000000e+00
2.252764232372553188e+00,8.512220843241902202e-01,1.000000000000000000e+00
1.047240535447996113e+00,4.143074952965084989e+00,0.000000000000000000e+00
8.285973433695176249e-01,4.208035656418019244e+00,0.000000000000000000e+00
3.307109395233144289e-01,4.218691215362802893e+00,0.000000000000000000e+00
1.101497159206855647e+00,3.962149031727700166e+00,0.000000000000000000e+00
5.345167427751147393e-01,4.324653359152780041e+00,0.000000000000000000e+00
6.180834540690247625e-01,4.458548326592095101e+00,0.000000000000000000e+00
2.516200147346125959e+00,1.329511096752665322e+00,1.000000000000000000e+00
6.111411883688315783e-01,4.750593842686731350e+00,0.000000000000000000e+00
2.354142855114730537e+00,4.220856778564423539e-01,1.000000000000000000e+00
1.468386350837583398e+00,4.784739266962154680e+00,0.000000000000000000e+00
1.280685168605292468e+00,4.352457334045521264e+00,0.000000000000000000e+00
1.267906303417509761e+00,4.355380491751354555e+00,0.000000000000000000e+00
7.770570982695730322e-01,5.075600148975183856e+00,0.000000000000000000e+00
2.282183632573945520e+00,8.085936197318750462e-01,1.000000000000000000e+00
1.318039701370218530e+00,7.064740583217421488e-01,1.000000000000000000e+00
1.938532576333732882e+00,5.930667752132874337e-01,1.000000000000000000e+00
1.672889521235767063e+00,7.592709496581822037e-01,1.000000000000000000e+00
1.979006124000318279e+00,7.397238543245566733e-01,1.000000000000000000e+00
1.221901826684927084e+00,4.672669996075001109e+00,0.000000000000000000e+00
2.225771013744118232e+00,1.168426873950035194e+00,1.000000000000000000e+00
8.213393515833141700e-01,4.182866227218255517e+00,0.000000000000000000e+00
1.773387411090384447e+00,1.274967949925734700e+00,1.000000000000000000e+00
1.376025193659976109e+00,1.052575850095962107e+00,1.000000000000000000e+00
2.321820754245643492e+00,7.133757449825155472e-01,1.000000000000000000e+00
1.355170865655994206e+00,4.241783290212056023e+00,0.000000000000000000e+00
2.045537071673303675e+00,6.024512962556614060e-01,1.000000000000000000e+00
2.312593307458048919e+00,2.694142964845557264e-01,1.000000000000000000e+00
1.319002323307571611e+00,4.043377090128331020e+00,0.000000000000000000e+00
1.816341093846732813e+00,8.024949680435340404e-01,1.000000000000000000e+00
1.134672763611153101e+00,3.866562723956187497e+00,0.000000000000000000e+00
8.022086578578400129e-01,5.043492818840126901e+00,0.000000000000000000e+00
2.264823930966560095e+00,9.330324947558014115e-01,1.000000000000000000e+00
6.783681497271190075e-01,3.973211911984784184e+00,0.000000000000000000e+00
1.723293274606481962e+00,3.912876175497825404e+00,0.000000000000000000e+00
4.860958710144278605e-01,4.641532518009008790e+00,0.000000000000000000e+00
1.794304088478069881e+00,7.412823098628964491e-01,1.000000000000000000e+00
2.331194787246793076e+00,1.418402151763936248e+00,1.000000000000000000e+00
2.714521494315901951e+00,9.633547621328704125e-01,1.000000000000000000e+00
1.153815371644665300e+00,4.437257058398096810e+00,0.000000000000000000e+00
1.422092162498845180e+00,1.141815411580819006e+00,1.000000000000000000e+00
1.344613608058822685e+00,4.431278388625598197e+00,0.000000000000000000e+00
